Field ID,Year,Month,Monthly_constituents,YearlyCon,Monthly_Cost,Annual_Cost
82,2015,May,2,7,69.65984735,312.2322579
82,2015,June,2,7,49.53694522,312.2322579
82,2015,July,2,7,193.0354653,312.2322579
82,2015,July,2,7,193.0354653,312.2322579
83,2015,May,2,9,69.65984735,267.8076282
83,2015,May,2,9,69.65984735,267.8076282
83,2015,June,1,9,49.53694522,267.8076282
83,2015,July,2,9,148.6108357,267.8076282
83,2015,July,2,9,148.6108357,267.8076282
84,2015,May,1,7,15.89119623,214.0389771
84,2015,June,1,7,49.53694522,214.0389771
84,2015,July,2,7,148.6108357,214.0389771
84,2015,July,2,7,148.6108357,214.0389771
85,2015,May,1,7,53.76865112,262.6953127
85,2015,June,2,7,65.42814145,262.6953127
85,2015,June,2,7,65.42814145,262.6953127
85,2015,July,2,7,143.4985201,262.6953127
85,2015,July,2,7,143.4985201,262.6953127
86,2015,May,2,5,69.65984735,262.6953127
86,2015,May,2,5,69.65984735,262.6953127
86,2015,June,1,5,49.53694522,262.6953127
86,2015,July,2,5,143.4985201,262.6953127
86,2015,July,2,5,143.4985201,262.6953127
87,2015,May,1,6,53.76865112,246.8041164
87,2015,June,1,6,49.53694522,246.8041164
87,2015,July,2,6,143.4985201,246.8041164
87,2015,July,2,6,143.4985201,246.8041164
88,2015,May,2,6,69.65984735,119.1967926
88,2015,May,2,6,69.65984735,119.1967926
88,2015,June,2,6,49.53694522,119.1967926
89,2015,March,1,7,36.04928117,204.783019
89,2015,May,2,7,69.65984735,204.783019
89,2015,May,2,7,69.65984735,204.783019
89,2015,June,1,7,49.53694522,204.783019
89,2015,July,1,7,49.53694522,204.783019
90,2015,May,2,6,69.65984735,168.7337378
90,2015,May,2,6,69.65984735,168.7337378
90,2015,June,1,6,49.53694522,168.7337378
90,2015,July,1,6,49.53694522,168.7337378
91,2015,May,2,4,69.65984735,119.1967926
91,2015,May,2,4,69.65984735,119.1967926
91,2015,July,1,4,49.53694522,119.1967926
92,2015,June,2,6,65.42814145,208.9266615
92,2015,June,2,6,65.42814145,208.9266615
92,2015,July,2,6,143.4985201,208.9266615
92,2015,July,2,6,143.4985201,208.9266615
93,2015,May,3,8,69.65984735,213.1583674
93,2015,May,3,8,69.65984735,213.1583674
93,2015,June,1,8,49.53694522,213.1583674
93,2015,July,1,8,93.96157486,213.1583674
94,2015,May,2,10,230.9658007,468.4258956
94,2015,May,2,10,230.9658007,468.4258956
94,2015,June,1,10,49.53694522,468.4258956
94,2015,July,2,10,187.9231497,468.4258956
94,2015,July,2,10,187.9231497,468.4258956
95,2015,March,2,5,72.09856234,235.7199845
95,2015,March,2,5,72.09856234,235.7199845
95,2015,May,2,5,69.65984735,235.7199845
95,2015,May,2,5,69.65984735,235.7199845
95,2015,July,1,5,93.96157486,235.7199845
96,2015,March,2,4,72.09856234,141.7584097
96,2015,March,2,4,72.09856234,141.7584097
96,2015,May,2,4,69.65984735,141.7584097
96,2015,May,2,4,69.65984735,141.7584097
97,2015,March,2,5,72.09856234,235.7199845
97,2015,March,2,5,72.09856234,235.7199845
97,2015,May,2,5,69.65984735,235.7199845
97,2015,May,2,5,69.65984735,235.7199845
97,2015,July,1,5,93.96157486,235.7199845
98,2015,May,1,6,53.76865112,213.1583674
98,2015,June,1,6,15.89119623,213.1583674
98,2015,July,2,6,143.4985201,213.1583674
98,2015,July,2,6,143.4985201,213.1583674
99,2015,March,1,8,36.04928117,235.7199845
99,2015,March,4,8,36.04928117,235.7199845
99,2015,May,2,8,69.65984735,235.7199845
99,2015,May,2,8,69.65984735,235.7199845
99,2015,July,1,8,93.96157486,235.7199845
100,2015,June,3,7,17.22643253,260.4453242
100,2015,July,2,7,243.2188917,260.4453242
100,2015,August,2,7,243.2188917,260.4453242
101,2015,May,2,10,12.71295698,378.0927651
101,2015,May,2,10,12.71295698,378.0927651
101,2015,June,3,10,17.22643253,378.0927651
101,2015,July,3,10,348.1533756,378.0927651
101,2015,August,3,10,348.1533756,378.0927651
102,2015,July,1,1,96.31061423,96.31061423
103,2015,July,1,1,96.31061423,96.31061423
104,2015,April,3,9,6.356478492,273.1582812
104,2015,May,3,9,23.58291102,273.1582812
104,2015,June,3,9,23.58291102,273.1582812
104,2015,July,2,9,243.2188917,273.1582812
104,2015,August,2,9,243.2188917,273.1582812
105,2015,June,3,7,17.22643253,449.3273953
105,2015,July,2,7,432.1009627,449.3273953
105,2015,August,2,7,432.1009627,449.3273953
106,2015,July,1,1,96.31061423,96.31061423
107,2015,July,2,3,96.31061423,96.31061423
108,2015,June,3,7,17.22643253,260.4453242
108,2015,July,2,7,243.2188917,260.4453242
108,2015,August,2,7,243.2188917,260.4453242
109,2015,July,1,1,96.31061423,96.31061423
110,2015,April,1,12,36.04928117,648.257629
110,2015,May,3,12,42.40575966,648.257629
110,2015,May,3,12,42.40575966,648.257629
110,2015,June,4,12,374.8323204,648.257629
110,2015,June,4,12,374.8323204,648.257629
110,2015,June,4,12,374.8323204,648.257629
110,2015,June,4,12,374.8323204,648.257629
110,2015,July,2,12,194.9702678,648.257629
110,2015,August,2,12,194.9702678,648.257629
111,2015,May,3,14,36.04928117,347.8656788
111,2015,May,3,14,42.40575966,347.8656788
111,2015,May,3,14,42.40575966,347.8656788
111,2015,June,3,14,74.44037015,347.8656788
111,2015,June,3,14,74.44037015,347.8656788
111,2015,July,3,14,194.9702678,347.8656788
111,2015,August,3,14,194.9702678,347.8656788
112,2015,May,3,14,36.04928117,347.8656788
112,2015,May,3,14,42.40575966,347.8656788
112,2015,May,3,14,42.40575966,347.8656788
112,2015,June,3,14,74.44037015,347.8656788
112,2015,June,3,14,74.44037015,347.8656788
112,2015,July,3,14,194.9702678,347.8656788
112,2015,August,3,14,194.9702678,347.8656788
113,2015,May,2,13,42.40575966,311.8163976
113,2015,May,2,13,42.40575966,311.8163976
113,2015,June,4,13,20.67171903,311.8163976
113,2015,June,3,13,248.7389189,311.8163976
113,2015,July,3,13,248.7389189,311.8163976
113,2015,August,3,13,248.7389189,311.8163976
114,2015,May,2,12,42.40575966,311.8163976
114,2015,May,2,12,42.40575966,311.8163976
114,2015,June,2,12,20.67171903,311.8163976
114,2015,June,4,12,248.7389189,311.8163976
114,2015,July,4,12,248.7389189,311.8163976
114,2015,August,4,12,248.7389189,311.8163976
115,2015,April,1,13,36.04928117,430.4232549
115,2015,May,4,13,83.60532576,430.4232549
115,2015,May,4,13,83.60532576,430.4232549
115,2015,May,4,13,83.60532576,430.4232549
115,2015,June,2,13,62.02972901,430.4232549
115,2015,June,4,13,248.7389189,430.4232549
115,2015,July,4,13,248.7389189,430.4232549
115,2015,August,4,13,248.7389189,430.4232549
116,2015,April,1,14,36.04928117,811.4980783
116,2015,May,5,14,212.2216043,811.4980783
116,2015,May,5,14,212.2216043,811.4980783
116,2015,May,5,14,212.2216043,811.4980783
116,2015,May,5,14,212.2216043,811.4980783
116,2015,June,3,14,314.488274,811.4980783
116,2015,June,3,14,314.488274,811.4980783
116,2015,July,3,14,248.7389189,811.4980783
116,2015,July,3,14,248.7389189,811.4980783
116,2015,August,3,14,248.7389189,811.4980783
117,2015,May,3,16,36.04928117,766.2910731
117,2015,May,4,16,191.5498852,766.2910731
117,2015,May,4,16,191.5498852,766.2910731
117,2015,May,4,16,191.5498852,766.2910731
117,2015,June,3,16,314.488274,766.2910731
117,2015,June,3,16,314.488274,766.2910731
117,2015,July,4,16,224.2036328,766.2910731
117,2015,July,4,16,224.2036328,766.2910731
117,2015,August,4,16,224.2036328,766.2910731
118,2015,May,2,13,42.40575966,311.8163976
118,2015,May,2,13,42.40575966,311.8163976
118,2015,June,3,13,20.67171903,311.8163976
118,2015,June,4,13,248.7389189,311.8163976
118,2015,July,4,13,248.7389189,311.8163976
118,2015,August,4,13,248.7389189,311.8163976
119,2015,May,3,17,36.04928117,813.8471177
119,2015,May,5,17,212.2216043,813.8471177
119,2015,May,5,17,212.2216043,813.8471177
119,2015,May,5,17,212.2216043,813.8471177
119,2015,May,5,17,212.2216043,813.8471177
119,2015,June,3,17,314.488274,813.8471177
119,2015,June,3,17,314.488274,813.8471177
119,2015,July,4,17,251.0879583,813.8471177
119,2015,July,4,17,251.0879583,813.8471177
119,2015,August,4,17,251.0879583,813.8471177
120,2015,May,3,9,48.76223815,303.8576356
120,2015,May,3,9,48.76223815,303.8576356
120,2015,May,3,9,48.76223815,303.8576356
120,2015,June,3,9,60.12512961,303.8576356
120,2015,June,3,9,60.12512961,303.8576356
120,2015,July,3,9,194.9702678,303.8576356
120,2015,August,3,9,194.9702678,303.8576356
121,2015,May,2,6,42.40575966,311.8163976
121,2015,May,2,6,42.40575966,311.8163976
121,2015,June,1,6,20.67171903,311.8163976
121,2015,June,3,6,248.7389189,311.8163976
121,2015,July,3,6,248.7389189,311.8163976
121,2015,August,3,6,248.7389189,311.8163976
122,2015,April,1,14,36.04928117,525.77829
122,2015,May,4,14,48.76223815,525.77829
122,2015,May,4,14,48.76223815,525.77829
122,2015,May,4,14,48.76223815,525.77829
122,2015,June,3,14,192.2278517,525.77829
122,2015,June,3,14,192.2278517,525.77829
122,2015,June,3,14,192.2278517,525.77829
122,2015,June,4,14,248.7389189,525.77829
122,2015,July,4,14,248.7389189,525.77829
122,2015,August,4,14,248.7389189,525.77829
1,2016,July,2,6,107.5373022,309.0361793
1,2016,July,2,6,201.4988771,309.0361793
1,2016,August,2,6,201.4988771,309.0361793
2,2016,July,2,6,107.5373022,309.0361793
2,2016,July,2,6,201.4988771,309.0361793
2,2016,August,2,6,201.4988771,309.0361793
3,2016,July,2,6,107.5373022,309.0361793
3,2016,July,2,6,201.4988771,309.0361793
3,2016,August,2,6,201.4988771,309.0361793
4,2016,July,2,6,107.5373022,309.0361793
4,2016,July,2,6,201.4988771,309.0361793
4,2016,August,2,6,201.4988771,309.0361793
5,2016,July,2,6,107.5373022,309.0361793
5,2016,July,2,6,201.4988771,309.0361793
5,2016,August,2,6,201.4988771,309.0361793
6,2016,July,2,6,107.5373022,309.0361793
6,2016,July,2,6,201.4988771,309.0361793
6,2016,August,2,6,201.4988771,309.0361793
7,2016,July,2,6,107.5373022,309.0361793
7,2016,July,2,6,201.4988771,309.0361793
7,2016,August,2,6,201.4988771,309.0361793
8,2016,July,2,6,107.5373022,309.0361793
8,2016,July,2,6,201.4988771,309.0361793
8,2016,August,2,6,201.4988771,309.0361793
9,2016,July,2,6,107.5373022,309.0361793
9,2016,July,2,6,201.4988771,309.0361793
9,2016,August,2,6,201.4988771,309.0361793
10,2016,July,2,6,107.5373022,309.0361793
10,2016,July,2,6,201.4988771,309.0361793
10,2016,August,2,6,201.4988771,309.0361793
11,2016,July,2,6,107.5373022,309.0361793
11,2016,July,2,6,201.4988771,309.0361793
11,2016,August,2,6,201.4988771,309.0361793
12,2016,July,2,6,107.5373022,309.0361793
12,2016,July,2,6,201.4988771,309.0361793
12,2016,August,2,6,201.4988771,309.0361793
13,2016,July,2,6,107.5373022,309.0361793
13,2016,July,2,6,201.4988771,309.0361793
13,2016,August,2,6,201.4988771,309.0361793
14,2016,July,2,6,107.5373022,309.0361793
14,2016,July,2,6,201.4988771,309.0361793
14,2016,August,2,6,201.4988771,309.0361793
15,2016,July,2,6,107.5373022,309.0361793
15,2016,July,2,6,201.4988771,309.0361793
15,2016,August,2,6,201.4988771,309.0361793
16,2016,July,2,6,107.5373022,309.0361793
16,2016,July,2,6,201.4988771,309.0361793
16,2016,August,2,6,201.4988771,309.0361793
17,2016,July,2,6,107.5373022,309.0361793
17,2016,July,2,6,201.4988771,309.0361793
17,2016,August,2,6,201.4988771,309.0361793
18,2016,July,2,6,107.5373022,309.0361793
18,2016,July,2,6,201.4988771,309.0361793
18,2016,August,2,6,201.4988771,309.0361793
19,2016,July,2,6,107.5373022,309.0361793
19,2016,July,2,6,201.4988771,309.0361793
19,2016,August,2,6,201.4988771,309.0361793
20,2016,April,2,6,72.09856234,337.6080661
20,2016,April,2,6,72.09856234,337.6080661
20,2016,May,2,6,86.84894697,337.6080661
20,2016,May,2,6,86.84894697,337.6080661
20,2016,June,1,6,94.09513945,337.6080661
20,2016,July,1,6,84.56541737,337.6080661
21,2016,April,3,9,139.3093762,589.4206539
21,2016,April,3,9,139.3093762,589.4206539
21,2016,April,3,9,139.3093762,589.4206539
21,2016,May,3,9,121.6725979,589.4206539
21,2016,May,3,9,121.6725979,589.4206539
21,2016,June,3,9,121.6725979,589.4206539
21,2016,June,1,9,143.9938406,589.4206539
21,2016,July,2,9,184.4448391,589.4206539
21,2016,July,2,9,184.4448391,589.4206539
22,2016,April,1,6,36.04928117,314.7590362
22,2016,May,2,6,36.04928117,314.7590362
22,2016,June,2,6,143.5865834,314.7590362
22,2016,July,2,6,143.5865834,314.7590362
22,2016,July,1,6,99.07389045,314.7590362
23,2016,April,2,6,72.09856234,303.8193706
23,2016,May,2,6,72.09856234,303.8193706
23,2016,June,1,6,36.04928117,303.8193706
23,2016,July,2,6,195.6715271,303.8193706
23,2016,August,2,6,195.6715271,303.8193706
24,2016,April,2,6,72.09856234,303.8193706
24,2016,May,2,6,72.09856234,303.8193706
24,2016,June,1,6,36.04928117,303.8193706
24,2016,July,2,6,195.6715271,303.8193706
24,2016,August,2,6,195.6715271,303.8193706
25,2016,April,1,2,36.04928117,72.09856234
25,2016,May,1,2,36.04928117,72.09856234
26,2016,April,1,6,36.04928117,424.3362938
26,2016,May,2,6,103.2600951,424.3362938
26,2016,May,2,6,103.2600951,424.3362938
26,2016,June,1,6,99.07389045,424.3362938
26,2016,July,2,6,185.9530271,424.3362938
26,2016,July,2,6,185.9530271,424.3362938
27,2016,April,1,12,36.04928117,1173.127141
27,2016,May,2,12,103.2600951,1173.127141
27,2016,May,2,12,103.2600951,1173.127141
27,2016,June,3,12,329.2025028,1173.127141
27,2016,July,3,12,329.2025028,1173.127141
27,2016,July,3,12,329.2025028,1173.127141
27,2016,July,6,12,704.6152617,1173.127141
27,2016,July,6,12,704.6152617,1173.127141
27,2016,July,6,12,704.6152617,1173.127141
27,2016,July,6,12,704.6152617,1173.127141
27,2016,August,6,12,704.6152617,1173.127141
27,2016,August,6,12,704.6152617,1173.127141
28,2016,April,2,8,36.04928117,690.1811362
28,2016,June,1,8,36.04928117,690.1811362
28,2016,July,5,8,618.0825739,690.1811362
28,2016,July,5,8,618.0825739,690.1811362
28,2016,July,5,8,618.0825739,690.1811362
28,2016,July,5,8,618.0825739,690.1811362
28,2016,August,5,8,618.0825739,690.1811362
29,2016,April,1,8,36.04928117,538.6891028
29,2016,May,3,8,143.7392187,538.6891028
29,2016,May,3,8,143.7392187,538.6891028
29,2016,May,3,8,143.7392187,538.6891028
29,2016,June,2,8,201.4988771,538.6891028
29,2016,July,2,8,201.4988771,538.6891028
29,2016,July,1,8,157.4017259,538.6891028
30,2016,April,1,6,36.04928117,335.7798038
30,2016,May,3,6,143.7392187,335.7798038
30,2016,May,3,6,143.7392187,335.7798038
30,2016,May,3,6,143.7392187,335.7798038
30,2016,July,2,6,155.9913039,335.7798038
30,2016,July,2,6,155.9913039,335.7798038
31,2016,April,1,8,36.04928117,481.1215503
31,2016,May,3,8,143.7392187,481.1215503
31,2016,May,3,8,143.7392187,481.1215503
31,2016,May,3,8,143.7392187,481.1215503
31,2016,June,2,8,207.3714755,481.1215503
31,2016,July,2,8,207.3714755,481.1215503
31,2016,July,1,8,93.96157486,481.1215503
32,2016,April,3,12,10.94887565,395.2531122
32,2016,May,6,12,161.7545765,395.2531122
32,2016,May,6,12,161.7545765,395.2531122
32,2016,June,6,12,161.7545765,395.2531122
32,2016,June,6,12,161.7545765,395.2531122
32,2016,June,6,12,161.7545765,395.2531122
32,2016,July,2,12,222.5496601,395.2531122
32,2016,August,2,12,222.5496601,395.2531122
33,2016,May,6,9,150.8846225,368.2640811
33,2016,May,6,9,150.8846225,368.2640811
33,2016,June,6,9,150.8846225,368.2640811
33,2016,June,6,9,150.8846225,368.2640811
33,2016,June,6,9,150.8846225,368.2640811
33,2016,July,2,9,217.3794586,368.2640811
33,2016,August,2,9,217.3794586,368.2640811
34,2016,April,3,12,10.94887565,395.2531122
34,2016,May,6,12,161.7545765,395.2531122
34,2016,May,6,12,161.7545765,395.2531122
34,2016,June,6,12,161.7545765,395.2531122
34,2016,June,6,12,161.7545765,395.2531122
34,2016,June,6,12,161.7545765,395.2531122
34,2016,July,2,12,222.5496601,395.2531122
34,2016,August,2,12,222.5496601,395.2531122
35,2016,May,6,9,150.8846225,368.2640811
35,2016,May,6,9,150.8846225,368.2640811
35,2016,June,6,9,150.8846225,368.2640811
35,2016,June,6,9,150.8846225,368.2640811
35,2016,June,6,9,150.8846225,368.2640811
35,2016,July,2,9,217.3794586,368.2640811
35,2016,August,2,9,217.3794586,368.2640811
36,2016,March,1,9,29.72216713,251.0779708
36,2016,May,6,9,150.8846225,251.0779708
36,2016,May,6,9,150.8846225,251.0779708
36,2016,June,6,9,150.8846225,251.0779708
36,2016,June,6,9,150.8846225,251.0779708
36,2016,June,6,9,150.8846225,251.0779708
36,2016,July,1,9,70.47118114,251.0779708
37,2016,March,1,9,29.72216713,251.0779708
37,2016,May,6,9,150.8846225,251.0779708
37,2016,May,6,9,150.8846225,251.0779708
37,2016,June,6,9,150.8846225,251.0779708
37,2016,June,6,9,150.8846225,251.0779708
37,2016,June,6,9,150.8846225,251.0779708
37,2016,July,1,9,70.47118114,251.0779708
38,2016,April,6,21,21.89775131,883.92743
38,2016,April,6,21,21.89775131,883.92743
38,2016,May,7,21,168.9092631,883.92743
38,2016,May,7,21,168.9092631,883.92743
38,2016,May,7,21,168.9092631,883.92743
38,2016,June,7,21,168.9092631,883.92743
38,2016,June,7,21,168.9092631,883.92743
38,2016,June,7,21,168.9092631,883.92743
38,2016,June,2,21,78.87295561,883.92743
38,2016,June,2,21,78.87295561,883.92743
38,2016,July,5,21,614.24746,883.92743
38,2016,August,5,21,614.24746,883.92743
38,2016,August,5,21,614.24746,883.92743
38,2016,August,5,21,614.24746,883.92743
38,2016,August,5,21,614.24746,883.92743
39,2016,May,4,7,139.9357468,357.3152055
39,2016,May,4,7,139.9357468,357.3152055
39,2016,June,4,7,139.9357468,357.3152055
39,2016,June,4,7,139.9357468,357.3152055
39,2016,July,2,7,217.3794586,357.3152055
39,2016,August,2,7,217.3794586,357.3152055
40,2016,April,1,6,1.589119623,119.3056524
40,2016,May,2,6,47.24535166,119.3056524
40,2016,May,2,6,47.24535166,119.3056524
40,2016,July,1,6,70.47118114,119.3056524
41,2016,May,1,5,3.178239246,179.3923908
41,2016,July,2,5,176.2141516,179.3923908
41,2016,July,2,5,176.2141516,179.3923908
42,2016,May,1,5,3.178239246,179.3923908
42,2016,July,2,5,176.2141516,179.3923908
42,2016,July,2,5,176.2141516,179.3923908
43,2016,April,2,5,3.178239246,59.23701339
43,2016,May,2,5,56.05877415,59.23701339
43,2016,May,2,5,56.05877415,59.23701339
44,2016,April,1,5,3.178239246,59.23701339
44,2016,May,2,5,56.05877415,59.23701339
44,2016,May,2,5,56.05877415,59.23701339
45,2016,April,1,5,3.178239246,59.23701339
45,2016,May,2,5,56.05877415,59.23701339
45,2016,May,2,5,56.05877415,59.23701339
46,2016,April,1,5,3.178239246,59.23701339
46,2016,May,2,5,56.05877415,59.23701339
46,2016,May,2,5,56.05877415,59.23701339
47,2016,April,2,8,3.178239246,284.0961825
47,2016,May,2,8,64.87219663,284.0961825
47,2016,June,2,8,64.87219663,284.0961825
47,2016,June,1,8,82.216378,284.0961825
47,2016,July,2,8,133.8293686,284.0961825
47,2016,August,2,8,133.8293686,284.0961825
48,2016,May,1,5,3.178239246,179.3923908
48,2016,July,2,5,176.2141516,179.3923908
48,2016,July,2,5,176.2141516,179.3923908
49,2016,April,2,5,3.178239246,59.23701339
49,2016,May,2,5,56.05877415,59.23701339
49,2016,May,2,5,56.05877415,59.23701339
50,2016,April,1,6,1.589119623,119.3056524
50,2016,May,2,6,47.24535166,119.3056524
50,2016,May,2,6,47.24535166,119.3056524
50,2016,July,1,6,70.47118114,119.3056524
51,2016,April,2,5,3.178239246,59.23701339
51,2016,May,2,5,56.05877415,59.23701339
51,2016,May,2,5,56.05877415,59.23701339
52,2016,April,2,4,3.178239246,6.356478492
52,2016,May,1,4,3.178239246,6.356478492
53,2016,April,1,3,18.02464059,42.54738635
53,2016,May,2,3,24.52274576,42.54738635
53,2016,May,2,3,24.52274576,42.54738635
54,2016,April,3,10,18.02464059,475.6543747
54,2016,May,2,10,24.52274576,475.6543747
54,2016,May,2,10,24.52274576,475.6543747
54,2016,July,5,10,433.1069884,475.6543747
54,2016,July,5,10,433.1069884,475.6543747
54,2016,July,5,10,433.1069884,475.6543747
54,2016,July,5,10,433.1069884,475.6543747
54,2016,August,5,10,433.1069884,475.6543747
55,2016,April,3,7,18.02464059,235.1686148
55,2016,May,2,7,24.52274576,235.1686148
55,2016,May,2,7,24.52274576,235.1686148
55,2016,July,2,7,192.6212285,235.1686148
55,2016,August,2,7,192.6212285,235.1686148
56,2016,April,3,6,18.02464059,138.8580006
56,2016,May,2,6,24.52274576,138.8580006
56,2016,May,2,6,24.52274576,138.8580006
56,2016,August,1,6,96.31061423,138.8580006
57,2016,April,1,4,18.02464059,138.8580006
57,2016,May,2,4,24.52274576,138.8580006
57,2016,May,2,4,24.52274576,138.8580006
57,2016,August,1,4,96.31061423,138.8580006
58,2016,May,2,2,23.71048262,23.71048262
58,2016,May,2,2,23.71048262,23.71048262
59,2016,May,2,2,24.05389197,24.05389197
59,2016,May,2,2,24.05389197,24.05389197
60,2016,April,3,15,18.02464059,674.999433
60,2016,May,6,15,136.8996042,674.999433
60,2016,May,6,15,136.8996042,674.999433
60,2016,May,6,15,136.8996042,674.999433
60,2016,May,6,15,136.8996042,674.999433
60,2016,June,6,15,136.8996042,674.999433
60,2016,June,6,15,136.8996042,674.999433
60,2016,June,2,15,180.5456823,674.999433
60,2016,June,2,15,180.5456823,674.999433
60,2016,July,3,15,339.5295059,674.999433
60,2016,August,3,15,339.5295059,674.999433
60,2016,August,3,15,339.5295059,674.999433
61,2016,April,3,15,18.02464059,666.0645384
61,2016,May,6,15,127.9647096,666.0645384
61,2016,May,6,15,127.9647096,666.0645384
61,2016,May,6,15,127.9647096,666.0645384
61,2016,May,6,15,127.9647096,666.0645384
61,2016,June,6,15,127.9647096,666.0645384
61,2016,June,6,15,127.9647096,666.0645384
61,2016,June,2,15,180.5456823,666.0645384
61,2016,June,2,15,180.5456823,666.0645384
61,2016,July,3,15,339.5295059,666.0645384
61,2016,July,3,15,339.5295059,666.0645384
61,2016,August,3,15,339.5295059,666.0645384
62,2016,April,3,15,18.02464059,679.8730119
62,2016,May,4,15,81.46080776,679.8730119
62,2016,May,4,15,81.46080776,679.8730119
62,2016,May,4,15,81.46080776,679.8730119
62,2016,May,4,15,81.46080776,679.8730119
62,2016,June,4,15,240.8580576,679.8730119
62,2016,June,4,15,240.8580576,679.8730119
62,2016,June,4,15,240.8580576,679.8730119
62,2016,June,4,15,240.8580576,679.8730119
62,2016,July,3,15,339.5295059,679.8730119
62,2016,August,3,15,339.5295059,679.8730119
62,2016,August,3,15,339.5295059,679.8730119
63,2016,April,3,15,18.02464059,674.999433
63,2016,May,6,15,136.8996042,674.999433
63,2016,May,6,15,136.8996042,674.999433
63,2016,May,6,15,136.8996042,674.999433
63,2016,May,6,15,136.8996042,674.999433
63,2016,June,6,15,136.8996042,674.999433
63,2016,June,6,15,136.8996042,674.999433
63,2016,June,2,15,180.5456823,674.999433
63,2016,June,2,15,180.5456823,674.999433
63,2016,July,3,15,339.5295059,674.999433
63,2016,August,3,15,339.5295059,674.999433
63,2016,August,3,15,339.5295059,674.999433
64,2016,April,3,8,18.02464059,235.1686148
64,2016,May,2,8,24.52274576,235.1686148
64,2016,May,2,8,24.52274576,235.1686148
64,2016,July,2,8,192.6212285,235.1686148
64,2016,August,2,8,192.6212285,235.1686148
65,2016,May,5,11,141.7324192,497.7081132
65,2016,May,5,11,141.7324192,497.7081132
65,2016,June,5,11,141.7324192,497.7081132
65,2016,June,5,11,141.7324192,497.7081132
65,2016,June,2,11,115.1058417,497.7081132
65,2016,June,2,11,115.1058417,497.7081132
65,2016,July,2,11,240.8698523,497.7081132
65,2016,August,2,11,240.8698523,497.7081132
66,2016,May,5,11,141.7324192,497.7081132
66,2016,May,5,11,141.7324192,497.7081132
66,2016,June,5,11,141.7324192,497.7081132
66,2016,June,5,11,141.7324192,497.7081132
66,2016,June,2,11,115.1058417,497.7081132
66,2016,June,2,11,115.1058417,497.7081132
66,2016,July,2,11,240.8698523,497.7081132
66,2016,August,2,11,240.8698523,497.7081132
67,2016,May,5,11,141.7324192,497.7081132
67,2016,May,5,11,141.7324192,497.7081132
67,2016,June,5,11,141.7324192,497.7081132
67,2016,June,5,11,141.7324192,497.7081132
67,2016,June,2,11,115.1058417,497.7081132
67,2016,June,2,11,115.1058417,497.7081132
67,2016,July,2,11,240.8698523,497.7081132
67,2016,August,2,11,240.8698523,497.7081132
68,2016,May,5,11,141.7324192,497.7081132
68,2016,May,5,11,141.7324192,497.7081132
68,2016,June,5,11,141.7324192,497.7081132
68,2016,June,5,11,141.7324192,497.7081132
68,2016,June,2,11,115.1058417,497.7081132
68,2016,June,2,11,115.1058417,497.7081132
68,2016,July,2,11,240.8698523,497.7081132
68,2016,August,2,11,240.8698523,497.7081132
69,2016,May,2,7,36.77217428,392.7478683
69,2016,May,2,7,36.77217428,392.7478683
69,2016,June,2,7,115.1058417,392.7478683
69,2016,June,2,7,115.1058417,392.7478683
69,2016,July,2,7,240.8698523,392.7478683
69,2016,August,2,7,240.8698523,392.7478683
70,2016,May,3,9,36.77217428,392.7478683
70,2016,May,3,9,36.77217428,392.7478683
70,2016,June,2,9,115.1058417,392.7478683
70,2016,June,2,9,115.1058417,392.7478683
70,2016,July,2,9,240.8698523,392.7478683
70,2016,August,2,9,240.8698523,392.7478683
71,2016,June,2,8,115.1058417,479.694752
71,2016,June,2,8,115.1058417,479.694752
71,2016,July,4,8,364.5889103,479.694752
71,2016,July,4,8,364.5889103,479.694752
71,2016,August,4,8,364.5889103,479.694752
71,2016,August,4,8,364.5889103,479.694752
72,2016,May,3,9,36.77217428,392.7478683
72,2016,May,3,9,36.77217428,392.7478683
72,2016,June,2,9,115.1058417,392.7478683
72,2016,June,2,9,115.1058417,392.7478683
72,2016,July,2,9,240.8698523,392.7478683
72,2016,August,2,9,240.8698523,392.7478683
73,2016,May,2,6,36.77217428,452.2565781
73,2016,May,2,6,36.77217428,452.2565781
73,2016,June,1,6,80.65297667,452.2565781
73,2016,July,3,6,334.8314272,452.2565781
73,2016,August,3,6,334.8314272,452.2565781
73,2016,August,3,6,334.8314272,452.2565781
76,2016,April,1,10,49.53694522,481.245349
76,2016,May,2,10,92.33005842,481.245349
76,2016,May,2,10,92.33005842,481.245349
76,2016,July,3,10,339.3783453,481.245349
76,2016,July,3,10,339.3783453,481.245349
76,2016,July,3,10,339.3783453,481.245349
77,2016,April,1,11,49.53694522,564.0141786
77,2016,May,2,11,92.33005842,564.0141786
77,2016,May,2,11,92.33005842,564.0141786
77,2016,June,4,11,218.2992585,564.0141786
77,2016,June,4,11,218.2992585,564.0141786
77,2016,July,2,11,203.8479165,564.0141786
77,2016,July,2,11,203.8479165,564.0141786
78,2016,April,1,10,49.53694522,481.245349
78,2016,May,2,10,92.33005842,481.245349
78,2016,May,2,10,92.33005842,481.245349
78,2016,July,3,10,339.3783453,481.245349
78,2016,July,3,10,339.3783453,481.245349
78,2016,July,3,10,339.3783453,481.245349
79,2016,April,4,10,143.6571412,260.7556722
79,2016,April,4,10,143.6571412,260.7556722
79,2016,May,1,10,18.02464059,260.7556722
